; Fichero Generado por el Mityc04/09/2013

-6.73708, 37.92883, "AGLA L-D: 06:00-22:00 1,450 e"
-1.12458, 39.50542, "GVEGA L-D: 24H 1,450 e"
-6.91961, 37.26331, "TYCSA L-D: 06:30-22:30 1,452 e"
-6.35353, 36.66083, "LAS MARISMAS DE ROTA (L.M L-D: 24H 1,452 e"
-4.12875, 43.00714, "PARTE L-D: 06:00-00:00 1,452 e"
-3.67908, 40.50806, "SHELL L-D: 24H 1,458 e"
-6.91750, 37.27308, "TYCSA L-D: 06:30-22:30 1,459 e"
-4.71781, 41.67254, "E.S. MERCAOLID L-S: 05:00-22:00 1,459 e"
2.18828, 41.44800, "MEROIL L-D: 24H 1,461 e"
-6.19658, 37.36746, "SAJARDINES L-D: 06:00-00:00 1,462 e"
-3.70839, 40.42969, "REPSOL L-D: 24H 1,463 e"
-6.17461, 36.47089, "E.S. TRES CAMINOS L-D: 06:00-23:00 1,463 e"
2.20169, 41.40950, "PETROCAT Horario Especial 1,464 e"
-4.72698, 36.78128, "EE.SS LA SERRANA Horario Especial 1,466 e"
-0.08944, 39.94794, "COOPERATIVA CATOLICO AGRA L-D: 06:00-22:00 1,475 e"
1.88122, 41.52828, "REPSOL L-D: 24H 1,479 e"
-5.64722, 41.99219, "REPSOL L-D: 24H 1,485 e"
-5.51653, 40.35850, "BELLAVISTA S.L. L-D: 07:00-23:00 1,489 e"
-4.54592, 42.01617, "SUANCES L-D: 24H 1,490 e"
-0.05925, 39.95147, "MONOIL Horario Especial 1,543 e"

